URI,wareki,year
nij02-nijl_nijl_nijl_azumakagami_0000003677,元暦二年三月六日,C.E. 1185-04-07
nij02-nijl_nijl_nijl_azumakagami_0000035929,正嘉二年正月十日,C.E. 1258-02-14
nij02-nijl_nijl_nijl_azumakagami_0000002873,元暦元年五月一日,C.E. 1184-06-10
nij02-nijl_nijl_nijl_azumakagami_0000028736,寛元四年正月十日,C.E. 1246-01-28
nij02-nijl_nijl_nijl_azumakagami_0000000861,治承四年九月二十四日,C.E. 1180-10-14
nij02-nijl_nijl_nijl_azumakagami_0000016705,建仁四年正月十二日,C.E. 1204-02-14
nij02-nijl_nijl_nijl_azumakagami_0000032859,建長四年十月十四日,C.E. 1252-11-17
nij02-nijl_nijl_nijl_azumakagami_0000005043,文治元年十二月六日,C.E. 1185-12-29
nij02-nijl_nijl_nijl_azumakagami_0000017820,承元三年十一月八日,C.E. 1209-12-06
nij02-nijl_nijl_nijl_azumakagami_0000014211,建久六年三月四日,C.E. 1195-04-15
nij02-nijl_nijl_nijl_azumakagami_0000028263,寛元二年十二月二十七日,C.E. 1245-01-26
nij02-nijl_nijl_nijl_azumakagami_0000024989,嘉禎三年六月二十三日,C.E. 1237-07-16
nij02-nijl_nijl_nijl_azumakagami_0000032285,建長四年四月十四日,C.E. 1252-05-23
nij02-nijl_nijl_nijl_azumakagami_0000039862,文永二年六月二十三日,C.E. 1265-08-05
nij02-nijl_nijl_nijl_azumakagami_0000005417,文治二年三月一日,C.E. 1186-03-23
nij02-nijl_nijl_nijl_azumakagami_0000004283,元暦二年六月二十一日,C.E. 1185-07-19
nij02-nijl_nijl_nijl_azumakagami_0000011009,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000039183,弘長三年八月八日,C.E. 1263-09-11
nij02-nijl_nijl_nijl_azumakagami_0000033888,建長六年六月十六日,C.E. 1254-07-31
nij02-nijl_nijl_nijl_azumakagami_0000006263,文治二年七月八日,C.E. 1186-07-25
nij02-nijl_nijl_nijl_azumakagami_0000027864,寛元二年八月十六日,C.E. 1244-09-19
nij02-nijl_nijl_nijl_azumakagami_0000038142,弘長元年四月二十四日,C.E. 1261-05-24
nij02-nijl_nijl_nijl_azumakagami_0000031848,建長三年十二月三日,C.E. 1252-01-15
nij02-nijl_nijl_nijl_azumakagami_0000040596,補遺・貞応二年十二月十三日,
nij02-nijl_nijl_nijl_azumakagami_0000022063,貞応三年七月五日／六日条別巻／九日条別巻,C.E. 1224-07-22
nij02-nijl_nijl_nijl_azumakagami_0000033113,建長五年正月二日,C.E. 1253-02-01
nij02-nijl_nijl_nijl_azumakagami_0000020921,承久三年五月十九日,C.E. 1221-06-10
nij02-nijl_nijl_nijl_azumakagami_0000008946,文治五年六月十一日,C.E. 1189-07-25
nij02-nijl_nijl_nijl_azumakagami_0000000693,治承四年八月二十七日,C.E. 1180-09-18
nij02-nijl_nijl_nijl_azumakagami_0000005351,文治二年二月九日,C.E. 1186-03-01
nij02-nijl_nijl_nijl_azumakagami_0000013637,建久五年三月五日,C.E. 1194-03-28
nij02-nijl_nijl_nijl_azumakagami_0000015269,正治二年正月八日,C.E. 1200-01-25
nij02-nijl_nijl_nijl_azumakagami_0000041017,補遺・嘉禄元年十月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000002521,寿永三年二月二十日,C.E. 1184-04-02
nij02-nijl_nijl_nijl_azumakagami_0000020972,承久三年五月二十一日,C.E. 1221-06-12
nij02-nijl_nijl_nijl_azumakagami_0000035599,正嘉元年十二月二十四日,C.E. 1258-01-29
nij02-nijl_nijl_nijl_azumakagami_0000038615,弘長元年十月四日,C.E. 1261-10-29
nij02-nijl_nijl_nijl_azumakagami_0000012882,建久三年十二月十一日,C.E. 1193-01-15
nij02-nijl_nijl_nijl_azumakagami_0000009356,文治五年八月十八日,C.E. 1189-09-29
nij02-nijl_nijl_nijl_azumakagami_0000009987,文治六年十二月二十八日,C.E. 1191-01-25
nij02-nijl_nijl_nijl_azumakagami_0000012222,建久二年十一月二十二日,C.E. 1191-12-10
nij02-nijl_nijl_nijl_azumakagami_0000010054,文治六年正月十八日,C.E. 1190-02-24
nij02-nijl_nijl_nijl_azumakagami_0000041580,補遺・嘉禄三年四月二十一日,
nij02-nijl_nijl_nijl_azumakagami_0000028229,寛元二年十二月七日,C.E. 1245-01-06
nij02-nijl_nijl_nijl_azumakagami_0000025002,嘉禎三年六月二十三日,C.E. 1237-07-16
nij02-nijl_nijl_nijl_azumakagami_0000011218,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000034997,康元二年二月二日,C.E. 1257-02-17
nij02-nijl_nijl_nijl_azumakagami_0000020681,承久元年七月十九日,C.E. 1219-08-30
nij02-nijl_nijl_nijl_azumakagami_0000018843,建暦三年五月二日,C.E. 1213-05-23
nij02-nijl_nijl_nijl_azumakagami_0000014936,建久十年二月六日,C.E. 1199-03-04
nij02-nijl_nijl_nijl_azumakagami_0000038625,弘長元年十月二十四日,C.E. 1261-11-18
nij02-nijl_nijl_nijl_azumakagami_0000025834,嘉禎四年九月二十七日,C.E. 1238-11-05
nij02-nijl_nijl_nijl_azumakagami_0000008776,文治五年四月二十四日,C.E. 1189-05-11
nij02-nijl_nijl_nijl_azumakagami_0000028470,寛元三年七月十九日,C.E. 1245-08-12
nij02-nijl_nijl_nijl_azumakagami_0000019164,建暦三年五月八日,C.E. 1213-05-29
nij02-nijl_nijl_nijl_azumakagami_0000018568,建暦二年十二月二日,C.E. 1212-12-26
nij02-nijl_nijl_nijl_azumakagami_0000037979,弘長元年二月二十日,C.E. 1261-03-22
nij02-nijl_nijl_nijl_azumakagami_0000013394,建久四年八月十六日,C.E. 1193-09-13
nij02-nijl_nijl_nijl_azumakagami_0000003052,元暦元年八月二日,C.E. 1184-09-08
nij02-nijl_nijl_nijl_azumakagami_0000014967,建久十年三月二十三日,C.E. 1199-04-20
nij02-nijl_nijl_nijl_azumakagami_0000042476,補遺・貞永元年十一月十七日,
nij02-nijl_nijl_nijl_azumakagami_0000015788,建仁元年四月三日,C.E. 1201-05-06
nij02-nijl_nijl_nijl_azumakagami_0000002451,寿永三年二月七日,C.E. 1184-03-20
nij02-nijl_nijl_nijl_azumakagami_0000042449,補遺・貞永元年十月五日,
nij02-nijl_nijl_nijl_azumakagami_0000009721,文治五年九月二十日,C.E. 1189-10-31
nij02-nijl_nijl_nijl_azumakagami_0000017756,承元三年五月二十八日,C.E. 1209-07-01
nij02-nijl_nijl_nijl_azumakagami_0000008641,文治五年三月十三日,C.E. 1189-03-31
nij02-nijl_nijl_nijl_azumakagami_0000008868,文治五年六月五日,C.E. 1189-07-19
nij02-nijl_nijl_nijl_azumakagami_0000024842,嘉禎三年三月三十日,C.E. 1237-04-26
nij02-nijl_nijl_nijl_azumakagami_0000019669,建保三年二月十八日／二十四日条別巻,C.E. 1215-03-19
nij02-nijl_nijl_nijl_azumakagami_0000004783,文治元年十月二十八日,C.E. 1185-11-21
nij02-nijl_nijl_nijl_azumakagami_0000028821,寛元四年三月二十七日／三十日条別巻／四月三日条別巻／四月五日条別巻,C.E. 1246-04-14
nij02-nijl_nijl_nijl_azumakagami_0000017372,建永二年正月二十二日,C.E. 1207-02-20
nij02-nijl_nijl_nijl_azumakagami_0000000749,治承四年九月七日,C.E. 1180-09-27
nij02-nijl_nijl_nijl_azumakagami_0000013843,建久五年八月二十一日,C.E. 1194-09-07
nij02-nijl_nijl_nijl_azumakagami_0000001593,治承五年三月十四日,C.E. 1181-04-29
nij02-nijl_nijl_nijl_azumakagami_0000010507,建久元年五月二十三日,C.E. 1190-06-27
nij02-nijl_nijl_nijl_azumakagami_0000035198,正嘉元年七月十二日,C.E. 1257-08-22
nij02-nijl_nijl_nijl_azumakagami_0000026106,延応元年六月三日,C.E. 1239-07-05
nij02-nijl_nijl_nijl_azumakagami_0000026396,延応二年正月十九日,C.E. 1240-02-13
nij02-nijl_nijl_nijl_azumakagami_0000011683,建久二年二月四日,C.E. 1191-03-01
nij02-nijl_nijl_nijl_azumakagami_0000015535,正治二年五月十二日,C.E. 1200-06-24
nij02-nijl_nijl_nijl_azumakagami_0000034632,建長八年八月十五日,C.E. 1256-09-05
nij02-nijl_nijl_nijl_azumakagami_0000031909,建長四年正月十二日,C.E. 1252-02-23
nij02-nijl_nijl_nijl_azumakagami_0000041744,補遺・嘉禄三年八月一日,
nij02-nijl_nijl_nijl_azumakagami_0000031420,建長三年四月二十三日,C.E. 1251-05-15
nij02-nijl_nijl_nijl_azumakagami_0000039330,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000036898,正元二年正月二十日,C.E. 1260-03-03
nij02-nijl_nijl_nijl_azumakagami_0000024674,嘉禎二年九月九日,C.E. 1236-10-10
nij02-nijl_nijl_nijl_azumakagami_0000004005,元暦二年四月二十九日,C.E. 1185-05-30
nij02-nijl_nijl_nijl_azumakagami_0000040151,文永三年三月二十九日,C.E. 1266-05-05
nij02-nijl_nijl_nijl_azumakagami_0000022136,貞応三年八月一日,C.E. 1224-09-15
nij02-nijl_nijl_nijl_azumakagami_0000015177,正治元年十月二十七日,C.E. 1199-11-17
nij02-nijl_nijl_nijl_azumakagami_0000036964,正元二年二月二十日,C.E. 1260-04-02
nij02-nijl_nijl_nijl_azumakagami_0000031099,建長二年十二月二十七日,C.E. 1251-01-20
nij02-nijl_nijl_nijl_azumakagami_0000023950,文暦二年六月二十九日,C.E. 1235-07-15
nij02-nijl_nijl_nijl_azumakagami_0000032995,建長四年十一月二十日,C.E. 1252-12-22
nij02-nijl_nijl_nijl_azumakagami_0000042840,補遺・延応二年正月二十四日,
nij02-nijl_nijl_nijl_azumakagami_0000032773,建長四年八月二十二日,C.E. 1252-09-27
nij02-nijl_nijl_nijl_azumakagami_0000007755,文治四年二月二十八日,C.E. 1188-03-27
nij02-nijl_nijl_nijl_azumakagami_0000027360,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000018474,建暦二年八月十六日,C.E. 1212-09-12
nij02-nijl_nijl_nijl_azumakagami_0000032933,建長四年十一月十一日,C.E. 1252-12-13
nij02-nijl_nijl_nijl_azumakagami_0000022732,寛喜二年五月六日,C.E. 1230-06-18
nij02-nijl_nijl_nijl_azumakagami_0000034856,康元元年十一月二十三日,C.E. 1256-12-11
nij02-nijl_nijl_nijl_azumakagami_0000019168,建暦三年五月九日,C.E. 1213-05-30
nij02-nijl_nijl_nijl_azumakagami_0000006174,文治二年六月十八日,C.E. 1186-07-06
nij02-nijl_nijl_nijl_azumakagami_0000018086,承元五年正月九日,C.E. 1211-01-25
nij02-nijl_nijl_nijl_azumakagami_0000013340,建久四年八月二日,C.E. 1193-08-30
nij02-nijl_nijl_nijl_azumakagami_0000040436,補遺・建保七年正月十五日,
nij02-nijl_nijl_nijl_azumakagami_0000018429,建暦二年六月十五日,C.E. 1212-07-14
nij02-nijl_nijl_nijl_azumakagami_0000024173,文暦二年七月二十九日,C.E. 1235-09-13
nij02-nijl_nijl_nijl_azumakagami_0000012446,建久三年三月二十六日,C.E. 1192-05-09
nij02-nijl_nijl_nijl_azumakagami_0000020193,建保六年三月十六日,C.E. 1218-04-12
nij02-nijl_nijl_nijl_azumakagami_0000010168,文治六年二月十二日,C.E. 1190-03-19
nij02-nijl_nijl_nijl_azumakagami_0000026070,延応元年五月二十六日,C.E. 1239-06-29
nij02-nijl_nijl_nijl_azumakagami_0000003038,元暦元年七月二十日,C.E. 1184-08-27
nij02-nijl_nijl_nijl_azumakagami_0000036547,正嘉二年八月十七日,C.E. 1258-09-15
nij02-nijl_nijl_nijl_azumakagami_0000041703,補遺・嘉禄三年六月三十日,
nij02-nijl_nijl_nijl_azumakagami_0000020996,承久三年五月二十三日,C.E. 1221-06-14
nij02-nijl_nijl_nijl_azumakagami_0000009923,文治五年十二月一日,C.E. 1190-01-08
nij02-nijl_nijl_nijl_azumakagami_0000022691,寛喜二年二月十九日／二十日条別巻／二十三日条別巻,C.E. 1230-04-03
nij02-nijl_nijl_nijl_azumakagami_0000039702,文永二年正月十二日,C.E. 1265-01-30
nij02-nijl_nijl_nijl_azumakagami_0000018290,建暦元年十二月十七日,C.E. 1212-01-22
nij02-nijl_nijl_nijl_azumakagami_0000042936,補遺・延応二年六月十六日,
nij02-nijl_nijl_nijl_azumakagami_0000023443,天福二年六月十九日,C.E. 1234-07-16
nij02-nijl_nijl_nijl_azumakagami_0000035059,正嘉元年閏三月二日,C.E. 1257-04-17
nij02-nijl_nijl_nijl_azumakagami_0000015064,正治元年七月十六日,C.E. 1199-08-09
nij02-nijl_nijl_nijl_azumakagami_0000009692,文治五年九月十八日／十九日条別巻,C.E. 1189-10-29
nij02-nijl_nijl_nijl_azumakagami_0000034869,康元元年十二月十一日,C.E. 1256-12-29
nij02-nijl_nijl_nijl_azumakagami_0000027062,仁治二年十一月十七日,C.E. 1241-12-20
nij02-nijl_nijl_nijl_azumakagami_0000007722,文治四年二月二日,C.E. 1188-03-01
nij02-nijl_nijl_nijl_azumakagami_0000037671,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000016138,建仁二年八月十五日,C.E. 1202-09-02
nij02-nijl_nijl_nijl_azumakagami_0000036677,正元二年正月一日,C.E. 1260-02-13
nij02-nijl_nijl_nijl_azumakagami_0000029839,宝治元年十二月十日,C.E. 1248-01-07
nij02-nijl_nijl_nijl_azumakagami_0000038718,弘長三年正月一日,C.E. 1263-02-10
nij02-nijl_nijl_nijl_azumakagami_0000033396,建長五年七月十七日,C.E. 1253-08-12
nij02-nijl_nijl_nijl_azumakagami_0000033111,建長五年正月一日,C.E. 1253-01-31
nij02-nijl_nijl_nijl_azumakagami_0000038870,弘長三年正月十二日,C.E. 1263-02-21
nij02-nijl_nijl_nijl_azumakagami_0000002241,寿永元年十一月十日,C.E. 1182-12-07
nij02-nijl_nijl_nijl_azumakagami_0000030778,建長二年四月二十日,C.E. 1250-05-22
nij02-nijl_nijl_nijl_azumakagami_0000022336,安貞二年六月二十五日,C.E. 1228-07-27
nij02-nijl_nijl_nijl_azumakagami_0000032233,建長四年四月三日,C.E. 1252-05-12
nij02-nijl_nijl_nijl_azumakagami_0000040527,補遺・建保七年三月十七日,
nij02-nijl_nijl_nijl_azumakagami_0000021766,貞応元年八月十三日／十五日条別巻／十六日条別巻／二十日条別巻／二十三日条別巻／二十九日条別巻／九月二十一日条別巻／九月二十二日条別巻／十月五日条別巻,C.E. 1222-09-19
nij02-nijl_nijl_nijl_azumakagami_0000015307,正治二年正月二十日,C.E. 1200-02-06
nij02-nijl_nijl_nijl_azumakagami_0000024786,嘉禎三年正月十一日,C.E. 1237-02-07
nij02-nijl_nijl_nijl_azumakagami_0000001136,治承四年十一月五日,C.E. 1180-11-23
nij02-nijl_nijl_nijl_azumakagami_0000015430,正治二年二月二十六日,C.E. 1200-03-12
nij02-nijl_nijl_nijl_azumakagami_0000033142,建長五年正月三日,C.E. 1253-02-02
nij02-nijl_nijl_nijl_azumakagami_0000011336,建久元年十一月十三日,C.E. 1190-12-11
nij02-nijl_nijl_nijl_azumakagami_0000015254,正治二年正月一日,C.E. 1200-01-18
nij02-nijl_nijl_nijl_azumakagami_0000039254,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000016408,建仁三年九月二日,C.E. 1203-10-08
nij02-nijl_nijl_nijl_azumakagami_0000007800,文治四年三月十五日,C.E. 1188-04-13
nij02-nijl_nijl_nijl_azumakagami_0000019623,建保二年九月二十二日,C.E. 1214-10-26
nij02-nijl_nijl_nijl_azumakagami_0000024812,嘉禎三年三月八日,C.E. 1237-04-04
nij02-nijl_nijl_nijl_azumakagami_0000017560,承元二年五月二十六日,C.E. 1208-07-10
nij02-nijl_nijl_nijl_azumakagami_0000028920,寛元四年七月十一日,C.E. 1246-08-23
nij02-nijl_nijl_nijl_azumakagami_0000018768,建暦三年四月四日,C.E. 1213-04-26
nij02-nijl_nijl_nijl_azumakagami_0000030241,宝治二年閏十二月十日／十一日条別巻,C.E. 1249-01-25
nij02-nijl_nijl_nijl_azumakagami_0000035575,正嘉元年十二月二十四日,C.E. 1258-01-29
nij02-nijl_nijl_nijl_azumakagami_0000013552,建久四年十二月五日,C.E. 1193-12-30
nij02-nijl_nijl_nijl_azumakagami_0000003026,元暦元年七月十日,C.E. 1184-08-17
nij02-nijl_nijl_nijl_azumakagami_0000015871,建仁元年七月六日,C.E. 1201-08-06
nij02-nijl_nijl_nijl_azumakagami_0000000718,治承四年九月三日,C.E. 1180-09-23
nij02-nijl_nijl_nijl_azumakagami_0000023127,寛喜三年十一月二十五日／二十七日条別巻／十二月五日条別巻／十二月十日条別巻,C.E. 1231-12-20
nij02-nijl_nijl_nijl_azumakagami_0000032699,建長四年八月六日,C.E. 1252-09-11
nij02-nijl_nijl_nijl_azumakagami_0000038206,弘長元年六月六日,C.E. 1261-07-04
nij02-nijl_nijl_nijl_azumakagami_0000021353,承久三年六月十八日,C.E. 1221-07-09
nij02-nijl_nijl_nijl_azumakagami_0000040693,補遺・貞応二年十一月二十九日,
nij02-nijl_nijl_nijl_azumakagami_0000036740,正元二年正月三日,C.E. 1260-02-15
nij02-nijl_nijl_nijl_azumakagami_0000036325,正嘉二年六月五日,C.E. 1258-07-07
nij02-nijl_nijl_nijl_azumakagami_0000016957,元久二年正月三日,C.E. 1205-01-24
nij02-nijl_nijl_nijl_azumakagami_0000010753,建久元年九月十五日,C.E. 1190-10-15
nij02-nijl_nijl_nijl_azumakagami_0000002444,寿永三年二月五日,C.E. 1184-03-18
nij02-nijl_nijl_nijl_azumakagami_0000012310,建久二年閏十二月二日,C.E. 1192-01-18
nij02-nijl_nijl_nijl_azumakagami_0000040627,補遺・貞応二年正月二十五日,
nij02-nijl_nijl_nijl_azumakagami_0000004448,元暦二年八月二十四日,C.E. 1185-09-19
nij02-nijl_nijl_nijl_azumakagami_0000041486,補遺・嘉禄三年二月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000017365,建永二年正月五日,C.E. 1207-02-03
nij02-nijl_nijl_nijl_azumakagami_0000002574,寿永三年二月二十三日,C.E. 1184-04-05
nij02-nijl_nijl_nijl_azumakagami_0000006685,文治二年十二月十日,C.E. 1187-01-21
nij02-nijl_nijl_nijl_azumakagami_0000002636,寿永三年三月一日,C.E. 1184-04-13
nij02-nijl_nijl_nijl_azumakagami_0000037901,文応二年正月十四日,C.E. 1261-02-14
nij02-nijl_nijl_nijl_azumakagami_0000006257,文治二年七月一日,C.E. 1186-07-18
nij02-nijl_nijl_nijl_azumakagami_0000008952,文治五年六月十三日,C.E. 1189-07-27
nij02-nijl_nijl_nijl_azumakagami_0000027471,寛元元年十月一日,C.E. 1243-11-14
nij02-nijl_nijl_nijl_azumakagami_0000006670,文治二年十一月二十四日,C.E. 1187-01-05
nij02-nijl_nijl_nijl_azumakagami_0000035211,正嘉元年八月十二日,C.E. 1257-09-21
nij02-nijl_nijl_nijl_azumakagami_0000018108,承元五年二月八日,C.E. 1211-03-24
nij02-nijl_nijl_nijl_azumakagami_0000015381,正治二年二月二日,C.E. 1200-02-17
nij02-nijl_nijl_nijl_azumakagami_0000022465,安貞二年九月二十日,C.E. 1228-10-19
nij02-nijl_nijl_nijl_azumakagami_0000021208,承久三年六月十四日,C.E. 1221-07-05
nij02-nijl_nijl_nijl_azumakagami_0000041952,補遺・安貞二年九月二十六日,
nij02-nijl_nijl_nijl_azumakagami_0000016604,建仁三年十月二十六日,C.E. 1203-12-01
nij02-nijl_nijl_nijl_azumakagami_0000036761,正元二年正月十一日,C.E. 1260-02-23
nij02-nijl_nijl_nijl_azumakagami_0000036000,正嘉二年正月十五日,C.E. 1258-02-19
nij02-nijl_nijl_nijl_azumakagami_0000036398,正嘉二年六月十七日,C.E. 1258-07-19
nij02-nijl_nijl_nijl_azumakagami_0000026672,仁治二年二月四日／五日条別巻,C.E. 1241-03-17
nij02-nijl_nijl_nijl_azumakagami_0000015956,建仁元年十月六日,C.E. 1201-11-03
nij02-nijl_nijl_nijl_azumakagami_0000016873,元久元年九月十五日,C.E. 1204-10-09
nij02-nijl_nijl_nijl_azumakagami_0000018173,建暦元年五月二十日,C.E. 1211-07-02
nij02-nijl_nijl_nijl_azumakagami_0000042197,補遺・寛喜三年正月六日,
nij02-nijl_nijl_nijl_azumakagami_0000011950,建久二年六月九日,C.E. 1191-07-02
nij02-nijl_nijl_nijl_azumakagami_0000029560,宝治元年六月二十二日,C.E. 1247-07-25
nij02-nijl_nijl_nijl_azumakagami_0000003105,元暦元年八月十九日,C.E. 1184-09-25
nij02-nijl_nijl_nijl_azumakagami_0000024929,嘉禎三年四月二十三日,C.E. 1237-05-19
nij02-nijl_nijl_nijl_azumakagami_0000030998,建長二年十一月二十九日,C.E. 1250-12-23
nij02-nijl_nijl_nijl_azumakagami_0000005022,文治元年十二月六日,C.E. 1185-12-29
nij02-nijl_nijl_nijl_azumakagami_0000012155,建久二年十一月十四日,C.E. 1191-12-02
nij02-nijl_nijl_nijl_azumakagami_0000023062,寛喜三年十月六日,C.E. 1231-11-01
nij02-nijl_nijl_nijl_azumakagami_0000042957,補遺・延応二年七月九日,
nij02-nijl_nijl_nijl_azumakagami_0000040882,補遺・嘉禄元年六月十日,
nij02-nijl_nijl_nijl_azumakagami_0000025312,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000023759,文暦二年正月二十一日,C.E. 1235-02-10
nij02-nijl_nijl_nijl_azumakagami_0000020911,承久三年五月十九日,C.E. 1221-06-10
nij02-nijl_nijl_nijl_azumakagami_0000024700,嘉禎二年十一月十四日,C.E. 1236-12-13
nij02-nijl_nijl_nijl_azumakagami_0000034837,康元元年十一月二日,C.E. 1256-11-20
nij02-nijl_nijl_nijl_azumakagami_0000006072,文治二年六月九日,C.E. 1186-06-27
nij02-nijl_nijl_nijl_azumakagami_0000014108,建久五年十二月二十六日,C.E. 1195-02-07
nij02-nijl_nijl_nijl_azumakagami_0000029742,宝治元年九月十一日,C.E. 1247-10-11
